,0,1,2
5395,"['2f4f568f5d7f1bb7b1b350c7fc9c28497bc5c627', 0.004308909606401076]","['9c97614dc1f9a0c6d8e4c02420e275c0b5fb1ae1', 0.056530200791591226]","['cf44a8049b67391cf849c7877d1417022f5a7677', 0.0004492345023910998]"
5396,"['33264bd17d8aba9ef3bf39573b7901d0e4f3d4c5', 0.04845294532336467]","['4bec151f23be5ba8e862d3ab22428f06b56f764a', 0.08581699906047884]","['e7a26d6307015a373456ee8132f0f4c90cef0252', 0.04116273593615397]"
5397,"['54f793319bfd5fd241b8d691958ddf2732e846b0', 0.01563101420313108]","['709843835db5ed9d8d1d0e9e73779d46a20759d7', 0.023051295601687494]","['adeed080e2694dbf260c2cdc1ba4d5fb7db9f752', 6.151949995020891e-05]"
5398,"['5530c342d1a0dff79d3f0fa6682f4367bd7dbfbb', 0.008744950994168036]","['97afd5cfc5ddd7b3113862307bfcf271dc0e1458', 0.01943514198492035]","['d254afa9d54cf84b9f95151f8d6db7444f9d6f12', 0.09334583938785596]"
5399,"['1ace6b18ffccac5ecc9285f227c3d7625863f67e', 0.010026352345288123]","['74d170926db1f397e854b9f54c9c533d332ee8b5', 0.004032123336806906]","['7b1c7c1513ea73bba76c07754282edc7bf6feeb2', 0.01002635186207241]"
5400,"['560a56b5f05b96eb4ecdf0f790ef005cc3f43604', 0.033026554388702056]","['e91474e804696041fe3994f8e72cb4f5e6e03058', 0.07944225913450245]","['faceff1014a898562ff74d68bbeb43552780d946', 0.1126135722414471]"
5401,"['78d5e2818b8dd753a350fdc905dba3d06f23cc32', 0.002420866082104741]","['d4a482c9b9ff6a4f447bbe6a111c05691ac42ea5', 0.0037656314597468215]","['f41ae671295554270ca14e298608c97a94ea1e5d', 0.03548260141739602]"
5402,"['0fdffb6391f779c93276518f5ec353d1dfc04ac1', 0.005965944621164931]","['3cdf2e5cb987eea62adec431c7712e08f1f49532', 0.02068088912924655]","['a7a31daeeb60d3ee9b8f7783d7041d6b7cafb374', 0.011388760977471693]"
5403,"['07277389fa87915518fdf8e91621eff87a537bc0', 0.03872288025107663]","['6aa75f5d07531fc86c7a63e8953cf33819f4bb02', 0.13775462417970402]","['9fe6991185937fc59e58e4a4465aff3c979e48a6', 0.01796280188663817]"
5404,"['4d048a774e39fae77ec302c49dde640b2e9888ac', 0.059182503638906155]","['887a9f9166a0db22f4ed2cfa0db9127cb3dbaeb1', 0.00012186838091515149]","['d329eea4bd29423f21cb31e44cbaf0061613a1e3', 0.01987889008561238]"
5405,"['5983f77d26af9a059b764729cb2f88deca86f99b', 0.13107784877929174]","['91369f4fe1769550646844c6bebf7025c6ae6be9', 0.0005559992858213661]","['be2d875c62cff205228f853b2ebec53648a07d90', 0.0005559992858213661]"
5406,"['50a850ebb921bb92e6fab66ea50b51536079396f', 0.01505073388641359]","['8480023ef015abfd8ed211f0bba1fd382555d9dd', 0.014433173474028595]","['e9376100c11f668b79055ae6fe482684ac2a9b24', 0.009288549311947414]"
5407,"['0fdffb6391f779c93276518f5ec353d1dfc04ac1', 0.06996984078840247]","['3cdf2e5cb987eea62adec431c7712e08f1f49532', 0.0688709713690813]","['72cbe3cebe179caab585739ea52ed99fe08038a0', 0.050564952649046035]"
5408,"['1452aed6f95ac668ee287b65f1ccafcfa3cb1fcf', 0.11875507052419425]","['30eda9f44281b826db333f44b2bad609bd915020', 0.019678957938668314]","['c8fbea42a61542d8b29927832dce30526dd2148a', 0.0011723785715384092]"
5409,"['1dd71807d859c0463f6b3c678526c7a5a50f4a97', 0.03634633809210432]","['5a2ec1efbc4066d53e769a926fcee04ed0942e2d', 0.017757963572027816]","['f27c4a9e24277189b75aee04f24e861f4f10c581', 0.00595996158454383]"
5410,"['3608e3d8ead33a634e005b7f3d3d643d10a9c4b6', 0.01349123226957086]","['767f2bc0c0940fb0b9ea22441cd6b3fc2f2c2701', 0.021425198744202255]","['fae54e21bef14b50950faf10ea1214451f3f6a85', 0.015488198685843883]"
5411,"['29448d5298318dec1e929767cdc603ef11817ff5', 0.009338490653899105]","['626b27c321f32fc12c0016add77b435c13a10e43', 0.011145161014762393]","['bbc7e264300bc3b7097a6256097dd3186c5e9fdf', 0.002054626093492065]"
5412,"['54c95d944df39e9ab0b28e581ac061424778ae2a', 0.20119163530317816]","['6eb4797ee6fc36dcb86a8ddb103e5a941968c25c', 0.09041047905629956]","['9689a9983ba53fbcb8291daa1b74f0218b2a367c', 0.2238613188011283]"
5413,"['4ba0bfe59d13b006f9ca40a0a14e06f65ca09ed4', 0.03334053247100882]","['b20cc08f55285e4021628a05959e4020bb4777fc', 0.09194409575683161]","['c991a0a1c3a8cf0b3a39d19aa56e505e1f8165ac', 0.06075880812870423]"
5414,"['e22fb8fb293543b9c82a6ec57dbfb386db56555c', 0.009903404800280723]","['e9d26a0e49f20b1519207d8294a914603d2d4859', 0.012463598694878055]","['f763dc4bbc1e181512ec7f5906d8f00e8644cb1f', 0.000382729487310146]"
5415,"['68bc3edbc3495747e7b7c322c88d807a0175100a', 0.017666187915497827]","['6b354cd5fd19c71b7f40ce9ddb287d50e621ca43', 0.06007171190535736]","['745f25585b0d0ac38d9860d34e1f6cda4dca331e', 0.01031870055474697]"
5416,"['0492a2c991baa1f3c2f681854bd71c8ae09da296', 0.07853771734343279]","['6544dff0986179a8ec396d8b041a867acdac9ffc', 0.027593452710856604]","['cc2dab1a682ee01526f3335bda2446d3909bbc9e', 0.024975685031127723]"
5417,"['8f8cb9644b042ae93337fcf9ef73503640a49c84', 0.8813735663044804]","['c380eec4b91903197b7a8e6840e29f1d9bd2ed55', 0.0020437190641534437]","['de3d69016bab58c921243c2774f95232b797f142', 0.0183568151586631]"
5418,"['2601af47034b80923c1274cd59902e8535610856', 0.003887040055375973]","['8205ce47ece77c1e31a85e894b2ea0f53fbd8dfa', 0.030350328470915643]","['a9481f699f6dead98d272ad57530569d9f635095', 0.03243805255996245]"
5419,"['37d1fbe18d6443e6be52f6ade3251b3395db39fe', 0.007446105352505753]","['bb1af26c6d6db901bbfa40330195863c250f983a', 0.04239401867038906]","['f3bf3f7b54515b859ecb3d519001b39afec118f2', 0.010102806660390378]"
5420,"['0b0a1faef1f061ba5720712d21a3e6a4f59a3acf', 0.00323379587566182]","['a6bd261a8a32cb135e3e6755730ee8bceddb5b9b', 0.012673231027135419]","['ef3462839f84b45992006b9d938a153db53cebaa', 0.04171073943595276]"
5421,"['8c8159ee32c26d690386261b3c969e61a87498a9', 0.010833315920828]","['9b4e7509e6e5f182fd34dd505b8f3b538fcc8e5f', 0.003946816854975495]","['dff16557c9f3400aea5ac90c352a0d5651d4d9db', 0.000912823021432293]"
5422,"['7f439494fc9308aeb3b3663a8c93b7f963291b5c', 0.04570160119017007]","['855b39ee32cf3f05021614555faa270b5609aded', 0.15218070767619668]","['b6f94f8dc893a669ef3328814d093ee7942950fa', 0.05662162571265863]"
5423,"['609ec869088ffdbb518700870dfe09b564f4ee8d', 0.031223254628890057]","['a7a3d5b235fb4392e87d924b53ca638750764231', 0.006328798809988925]","['e0fe787b5e050695b83a372dfeea4a4d11442ce0', 0.0018685126223068602]"
5424,"['3301013abae8f828a9cce6264fa7d5c63f220ff3', 0.08738320725934157]","['48a1241a8ae95ed4ceb502d4cf76f884c2be40d0', 0.029559065532861962]","['a7e136bfa109815a8c4c99cafe7d3740e5e734f9', 0.04702134115540183]"
5425,"['524354264a3f1220660c9f3a81ccb86e2ace58fb', 0.018015359968465303]","['e650f90c7a0c30d281f7da6922f604fa9e326842', 0.008384813131622235]","['ec80c01644d31bef43a0068a5da880f417cd86d4', 0.003290606061269953]"
5426,"['323a7e99c4b4d028ebdb8ae357184c1083c80111', 0.50106852484133]","['4f53224596424ad773f49bdb30a1146cb9602786', 0.4979346144856712]","['561c8b43258703d5296767b5d3733e315f6b8b80', 0.5057266387731756]"
5427,"['01d290d1a1c610e0862d3a3e205f8303146cc0d3', 0.01727294415516143]","['6e0ca883d18472368468d14d4750d1d5aed878e7', 0.006443479025549451]","['9d179386febc0a063d763ab122cb91ca2d0ed93b', 0.016090027662187867]"
5428,"['1a0f87c291c6cef5ccabbed1cb4ad10f5aafcc31', 0.0025607982490876337]","['2f2ee649fabcba241399b898f669a162c684cc49', 0.01023820418500838]","['897da76671717543969f0d596f8ebcc83e5690cb', 0.06581855939842461]"
5429,"['11eb0495d61ce01dcac4eea64ac1c7e99e134b47', 0.07384806815952667]","['89a37642a4d6d94cff562a1d5145caadf3cb3307', 0.06221925514099423]","['b575ef427f46c4199a0d061e6f034238bbf0d699', 0.020907232947049294]"
5430,"['20e8b0fd67117ca66e329a3a8bf152693845e230', 0.023992493559866834]","['66c6909ce7e2fbda77fdaf536d7f696550364299', 0.0027973263311375117]","['8cd72ea41daeb49a953112d8a21642bd393fc697', 0.00961692468636527]"
5431,"['276f55694c1aaeb973661c63de03f9bb2225bd44', 0.013594555078987332]","['980de6e6f1e78d962231e8b923ee8ea772eb5808', 0.01879808132559429]","['d8b5d230274bb245e48b03e2946aa34ab647682d', 0.022930282437669706]"
5432,"['13127e7108a2fcc2b73b0e02e246b7b37ed23a9a', 0.021526480925241117]","['5967186ff343cacd14bffcdafcac9c4a8d446540', 0.00589937811996131]","['b1431797204f5db746aa3908668e5ccfaa573b9c', 0.009065402474900728]"
5433,"['44d3c562ce81385a18619c7f615cf525d7e07d05', 0.0024237764671236244]","['8e53db184c2498e99b948af737e66a9b80c33c2e', 0.0005750558835078141]","['93621401a43fa4e5ff8288b5530803d083e18ef1', 0.011659205684135776]"
5434,"['4b07a0d3b215333a9f1fa1b7b28d6afb6c4bb522', 0.15464899239924013]","['84c33bdd54d19e4ab892371aff99da9a6873c476', 0.18008233308561922]","['ba4c03751c95043c71b66c2e471b96aec8d28d81', 0.0351261724838057]"
5435,"['293bb3ea273d01f720b53eef35ea9bc5c07da8b9', 0.011859868807831771]","['cdfee46332ed5bf3c7521ca7d3621e7f8c4cadfc', 0.0102069324747053]","['d6fb70f92af3d989622169b42a3b5cab377fff0c', 0.011589697405618311]"
5436,"['64669ec668a3ce917de206944b8e4e5b302f01a9', 0.0006238790307334918]","['87c6e02b0b95509a0462797d960a749c75f8c393', 0.016107986477891943]","['9bd28cc2698ac80f3d5539dff7cfc634059f1d20', 0.0006529944405969671]"
5437,"['068b6f7c30413ec015412ce0b3b9099ee8544d14', 0.0010020762081858153]","['5bdf76e1a082d2646990bfe2529c57492b957f34', 0.002278737879286669]","['755ec29ed59b565540e282419cebfca5d00db7e2', 0.004000528818098141]"
5438,"['10ed7016bb19978a268439d8f98e2fd2cd258126', 0.022048450935439858]","['9e099feccafe9370e0e6a7bea280d039428d004b', 0.015522342543739326]","['fc7366559e6a726e0d00e142b5072072d5e0a797', 0.005983362376906053]"
5439,"['8f8cb9644b042ae93337fcf9ef73503640a49c84', 0.7083063098599519]","['c380eec4b91903197b7a8e6840e29f1d9bd2ed55', 0.015729336898234643]","['de3d69016bab58c921243c2774f95232b797f142', 0.05532846308569415]"
5440,"['3a8f3bee85079567006ecd9638c0dc18f57e2325', 0.2725536989562581]","['5e8335127522659d3059f76ad656dc9f17445e29', 0.18969644549611256]","['6cc646a079ab163ca0dd1a9b995493ed34cf8eb2', 0.017066700584455054]"
5441,"['21022cb8554d05b1c842e16720449eedb6a50ba0', 0.02129200780626083]","['858a605bf63e86b2d679a6cc0286dacefd86cacd', 0.008328996733698326]","['969c6b0ed3d32bc8ffd5a57a66c080d40c441437', 0.02679202214678245]"
5442,"['4526f706b67aba87e706fd02586f147ee724a89e', 0.0004138695266307069]","['4bec151f23be5ba8e862d3ab22428f06b56f764a', 0.009815177643756593]","['6e7bdb70ba82717382349afefa51ca19b6a0c5af', 0.009332282183530589]"
5443,"['62c6dfaeb9751cc9904a97c15bea0b701b30cbb3', 0.023949172779389852]","['c0893abbc7a9a4b566f423713d3844449bcc1a64', 0.02483516355347677]","['ead90de1b6f6ef973d290aa0a653bed5a12aade4', 0.02340446210645199]"
5444,"['3c7ff37682aa5bf9a4a22c39370fc049aae5b5c1', 0.054674666299201945]","['4ab8e0e4fd4a7537a724153d0f7c8b8b522c205a', 0.09877543936233633]","['ed9397b3797b78b486e9cf32f53a8066e0a38a71', 0.05391050264729296]"
5445,"['0a45310f1f35e64f5b80cf3c485b2a2d3f388a36', 0.0028002370862389397]","['2d2ca84ccd78c8e2e7ba4f047ae69632e4ab7a32', 0.10914735662935668]","['8f75a5d446ee422f27af1d1403e7c77dc8f6a362', 0.005381130344872229]"
5446,"['12943a3ded4b327a018619b208af530fd7484452', 0.003099448407252988]","['3c0ad6838a8efd66004ea84d041dd3fd075d7069', 0.00687228219085283]","['a014553c2454f8f36a621636324e48c3728a0913', 0.005084334087562701]"
5447,"['30f14d74cd7e246c72aa5081224cc3d0d87483ce', 0.019548374363535716]","['89f3c9846fa65787828b393774ada3427dcf7fd2', 0.02328955025800404]","['b23d8efe3df5be6154e742e684b59a7133663ca0', 0.0072043129311408095]"
5448,"['cdac47419ce4b121011e6ef00b29c247ca1b6755', 0.013186723893597084]","['eb10a38b1084abc24d1e41adacbf9f50294c17c3', 0.0077178561997961175]","['f1bf08b2789a6494388b5cef08a1281ad40d8655', 0.007827901279993289]"
5449,"['277be00ef96300716df04f7750b1bf21e914766b', 0.037940515241626706]","['2790ac22cc80b32625938d47ff67d07558c62907', 0.12114195508098392]","['39c85fa74e22ed8980df672acf90a3e709ab1b91', 0.006533968871664101]"
5450,"['202d397c9d46b399e3130930b227ecb4eab22f45', 0.09236018964661492]","['20ea645f27e5d5831071cb437eda9402125ad2cf', 0.1487546425303074]","['4d666e4c61e906ab976d3eec087b9b971cf5ed14', 0.07364045070832284]"
5451,"['06214c8b20985dbaa17df6f188180ca5e4682f24', 0.03435292350844193]","['6cb8c91b9738ee17cf36d9fa77d064fbed03be1b', 0.048044876554618275]","['fabdce600d972991550639c494284665abee55f9', 0.03411734550099867]"
5452,"['26960bc038f45a341b3d25aec4ceec6c50e9ece7', 0.05992777647572716]","['2bc5841ba7d37f3908ecba529d7e060721f47bff', 0.010945681727660856]","['5b76eb91d1f8de4c941b0674bef8fe825ebfca2b', 0.049964480940819914]"
5453,"['06214c8b20985dbaa17df6f188180ca5e4682f24', 0.03457811350601489]","['6cb8c91b9738ee17cf36d9fa77d064fbed03be1b', 0.04802082290178812]","['fabdce600d972991550639c494284665abee55f9', 0.034206456521464174]"
5454,"['2e8533782b8a1d7c8b7cb0d22ccd41023854853a', 0.06701168082548593]","['5241335056ba766532a75926717ceab698d682ea', 0.015241173297661111]","['e7da4ed064541feb56ca152fd790285975d4286b', 0.049378564462413295]"
5455,"['571d1ada9385b572d8f11a3a4a2d663a533e5cca', 2.9801262796929686]","['b31be4a6a756c5a8a060e2823e5e9be4d8a7588f', 2.674926868581838]","['c7e9e9f49090f109b9eed506f5029482e4bfb53b', 1.9316230319145289]"
5456,"['2bedfb0c8c585e3212f1f1b08c7018bb608727f9', 0.019225466670206515]","['928606165bce5590a828bad63bb710955db686f0', 0.006497995166364527]","['d90762489511b90ffb0af4eb43688a8ce81185e2', 0.00809800500162786]"
5457,"['38d4dbe2debf7c19716049f0300ca7b7123df3fc', 0.0594236703976246]","['766b71ce281672db1bc18e393968e709a8c8668d', 0.0009540061173362506]","['e3842d43d1ae7230929dac31dd55397cae6e984d', 0.025445531486904295]"
5458,"['b652b6013908ac76ceff29cc8d7266b52a24a766', 0.028428715124579857]","['c19c2f4dbc3681fa8ef039fc8322b47ba5f73824', 0.028428715124579857]","['e49f84f7a39ea27d2d995f4a23f640dc0ae121c5', 0.006931876548001697]"
5459,"['4028eddf54017f0349d613450d8e60c1a3881be0', 0.03416049280870199]","['4263eb6032a2e115bd71874450c70531aac93588', 0.011229133588419798]","['fdbd9c355952a8dbf4520337f6b1ffe0de82720b', 0.0009987353201810084]"
5460,"['4ac3cf4ae3fbda33765228571767cd9b09d317d2', 0.010122961397296362]","['a1b3a22f2f3c62e5c3c00d249dccf793c7911d78', 0.0026290061954078407]","['d83909b5f0b648d6b29b54f230dd2a0effb1adab', 0.008338204336743349]"
5461,"['3839399163d673f7b9af86e102d0b16acfced1ea', 0.04092764396415062]","['5967186ff343cacd14bffcdafcac9c4a8d446540', 0.03167277726645664]","['e3842d43d1ae7230929dac31dd55397cae6e984d', 0.022874554902533744]"
5462,"['9168bd6fdb50054a35670de9e8b0203d3e0b90cf', 0.0756109643445661]","['e78905c22729a59e12db69383374e7414bc548b1', 0.006378466912378219]","['f8cb2d20f25ad0c179f45acb9dc9e12c402f5901', 0.0738954777284377]"
5463,"['23a6515a67ef95fc75ec85d858f30cf2a8ed3bca', 0.0005768912680179359]","['908ff9ff0b9fcd5a83d242340f8d8a6a5c6e09e6', 0.00046350397863851466]","['e86479067b447eb16a31a9b9c16e10b1d76ed6c3', 0.0035507870760219415]"
5464,"['5eb1c1c1facbf035224aa1b55851829c1675ff1e', 0.02055711189351339]","['918001261ff13dae9ff61cdd3624d3692a517de4', 0.05388068996459836]","['96ef9acac27fe07d1045606b6ae78217906ff508', 0.002613417751407678]"
5465,"['5db015e18df8fccaa9fda48ebff2cb8f024deb48', 0.008942725802953817]","['5f1e72daad7f2c148bcdb567933969e1828344b6', 0.021440065426990517]","['ee05d9ba9660718b05897c1e8ac69b266da174c4', 0.015718830519036366]"
5466,"['02029d0c2a983b18535c9580672e6a631bd6e5c0', 0.037781787599927855]","['d853173f1a381c22affb3a370b61e2a689184899', 0.04289230187210047]","['ee480b3c8eeb5e8ca11c14d0b76ad65baee59a89', 0.04010236589088335]"
5467,"['3cefb3a4b03126e5232b0df5cb5a102921797c97', 0.006748885590570475]","['629bf4daf68d65146999cb6b5758bfb0be316583', 0.013128935177023897]","['6a48efa504984bdbc8074aca406a67fc89f1f8d9', 0.015608916817567502]"
5468,"['1ace6b18ffccac5ecc9285f227c3d7625863f67e', 0.0009254391775901827]","['74d170926db1f397e854b9f54c9c533d332ee8b5', 0.03295876488063225]","['7b1c7c1513ea73bba76c07754282edc7bf6feeb2', 0.0009254390754411457]"
5469,"['14cef764a03ec7517327273db2dfa64eb9bd85f5', 1.189068850037303]","['6eb4797ee6fc36dcb86a8ddb103e5a941968c25c', 1.2645186277769829]","['9689a9983ba53fbcb8291daa1b74f0218b2a367c', 1.4056611375687196]"
5470,"['068b6f7c30413ec015412ce0b3b9099ee8544d14', 0.050161019062243656]","['9601875f8362f8762633d62af308438ef1bb83f3', 0.04410390791452791]","['f27c4a9e24277189b75aee04f24e861f4f10c581', 0.03161601476723343]"
5471,"['54c95d944df39e9ab0b28e581ac061424778ae2a', 1.2485110050742856]","['6eb4797ee6fc36dcb86a8ddb103e5a941968c25c', 1.130452392445997]","['9689a9983ba53fbcb8291daa1b74f0218b2a367c', 1.2331134307496512]"
5472,"['14cef764a03ec7517327273db2dfa64eb9bd85f5', 0.9648287764670614]","['5e936a942db25c877216606d3b58afa309b8c004', 1.1354756128703358]","['93877f630e7d8f0f543b8ee0311b872d9614c192', 1.0742408450476568]"
5473,"['6623e1bd99c28dc936aaf18905f52b73350fb707', 0.06022440648788192]","['b5368864da0772307b9944769dc6843c1b8c754f', 0.06751120250656217]","['cff0be72cd4ed8f7b44d93823a47d97bab583a50', 0.08155010788796394]"
5474,"['07ab20c199592f2bc96d46f95d9361727c67a0cc', 0.004189734541756789]","['5adfe173977b937acec51b07f5ae363988b5d22a', 0.027154304109419238]","['8dbdd23eeee4851cf619b6c05d885338c705e942', 0.07963698520417672]"
5475,"['29e270c3a23bb1f1ab4ad85231cbe1e761704996', 0.04727731894254588]","['610e3a234354f9c40045d784482dab9771814126', 0.008302223607435369]","['b0188b5f7ccb3b39fd0a8e864a8a55c51b5ea2f8', 0.06763333503123033]"
5476,"['11eb0495d61ce01dcac4eea64ac1c7e99e134b47', 0.014115053294507636]","['7e19d79f944e913925d8f2607014e5601d7fb220', 0.021492263612905634]","['bc0e3cb005f7d390f265fd5dd77e29c3f809b4d8', 0.01755062869225721]"
5477,"['3a5ad20a2b79d3acd27820267927557c9cce1031', 0.006519265235767151]","['6f31e3c92dea7bc9dcfc814d61dc00b17790afbd', 0.006530970015174459]","['cff0be72cd4ed8f7b44d93823a47d97bab583a50', 0.004379041973194096]"
5478,"['784825464c8a5c7fcedf622c9d05f08c7eca1a67', 0.009825435423939417]","['a671db0ac85d218136afabee459fa5da92fd9aaa', 0.015263296377111222]","['c2665d33318bb4e6e64de45b7f2a65d2b13b3955', 0.01845969061094123]"
5479,"['403420f162f5f0c222505ebf17e7936af2da0b86', 0.026632313616265703]","['a78e53b41cb391b3160b7635894f0eef9347272e', 0.018057115195427215]","['cf9b1bc6d420de5426b497a69033294c6c9997bd', 0.012392861130978781]"
5480,"['1266712a0df5f60596d480c5c0646e211a115229', 0.05949734506003351]","['bb1af26c6d6db901bbfa40330195863c250f983a', 0.10089244073438572]","['de61ad30c82345690690aecfdd25122a5e369cc0', 0.014189445839610416]"
5481,"['1c59e601aa0f2cfd1cb27a204d150075acc19683', 0.017014216790330685]","['2b3ae079d1a5a1b2a92579bf6c9414dc1ffd7c65', 0.011055110772627287]","['3fa37d966f48653630d4dbcdc2d68471156131ef', 0.02413021002833563]"
5482,"['91e3bdc0787bbf63848439d670244ced86bedfd0', 0.006447999051317672]","['cdfee46332ed5bf3c7521ca7d3621e7f8c4cadfc', 0.005582381289438201]","['ffeab0976980ea768d0dd7ec988f0a595746e755', 0.0002204841339440262]"
5483,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
5484,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
5485,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
5486,"['28a32e8370bde3707b3d45adb1225e30db37bc30', 0.10527503769381634]","['852503ffc402bcc92080c54b512efecaa0aa6845', 0.018194640638671725]","['9c0afb5379b6426274b2fb67b22063f341196b26', 0.12597352794608352]"
5487,"['54c95d944df39e9ab0b28e581ac061424778ae2a', 0.018044716017489682]","['6eb4797ee6fc36dcb86a8ddb103e5a941968c25c', 0.012949098124645949]","['9689a9983ba53fbcb8291daa1b74f0218b2a367c', 0.026652726152234563]"
5488,"['2b6b0d514e6a5860821c0ffc6cc592cfb47a398b', 0.0021218260347171274]","['a7776a340c8f400169c4d920ff050540871bae85', 0.003944379545107381]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.0034016097158525087]"
5489,"['0376d5335bced59e6081839ea4e7ce1707e3bb86', 0.0003393811482971996]","['a7776a340c8f400169c4d920ff050540871bae85', 0.014244124378598608]","['e0f08af1eb449b3e5e1a61a130c4ffb2c3e3cb04', 0.007356658565626728]"
5490,"['1c069142cce72b4d53d75a9d2c88e2aaac3ff8f8', 0.0030086422618523594]","['7c32aa5724954433000d3ccb91b9eeb6a163ef46', 0.003780720427390938]","['947e4e100875fae7a4d05aeef485d59b9e8d9ae4', 0.0032602737271690474]"
5491,"['21022cb8554d05b1c842e16720449eedb6a50ba0', 0.01977254456372677]","['858a605bf63e86b2d679a6cc0286dacefd86cacd', 0.008107317577924652]","['969c6b0ed3d32bc8ffd5a57a66c080d40c441437', 0.01513976332513639]"
5492,"['17164d2ce4798be5b58dc90e5db1cc913daa3329', 0.09299461532176903]","['829ece87e2a69e08c70aba7f0244ca1eaaccdc1f', 0.09566282914659499]","['cadc5a2319f4e68b4817abf2738032997282e17b', 0.057929629028140646]"
5493,"['20390388dbf0d445b421373d59ed6de9604b731d', 0.0015006838741859448]","['7cb5bb022e8f1bca5a64a71736995b746ab5698a', 0.001500683583603553]","['ba3a9ed18a44c5129acd4ec90956f6c3005cae77', 0.002493255597655324]"
5494,"['17164d2ce4798be5b58dc90e5db1cc913daa3329', 0.07450967242479895]","['829ece87e2a69e08c70aba7f0244ca1eaaccdc1f', 0.07637276761744138]","['cadc5a2319f4e68b4817abf2738032997282e17b', 0.07266959585449641]"
5495,"['445b36a6ce73cf6d8f3e66bcf88dfde23f22c261', 0.037762226591914055]","['b1efe45d3dce446b9bb1e8281ccf4dd337c9136a', 0.035035991353885375]","['c16b6e12cc8b49b0718ca0af96bd5ac1267afedd', 0.0035171245770879663]"
5496,"['07ab20c199592f2bc96d46f95d9361727c67a0cc', 0.06074502922354231]","['5adfe173977b937acec51b07f5ae363988b5d22a', 0.005044472771674248]","['cff5618ba2ba4fab3afc4f72b5f1ebd7f7d53800', 0.008198920223778406]"
5497,"['32599554a5d25db9c103ff862a0cab77f95644c3', 0.10611270249488361]","['a4055e31f146cd3e3ecd78c7716f45472eee6898', 0.02967373806708118]","['f55f8bc1e7359c4f5e03b6986cd51f5e4dc9ff85', 0.17332775012321056]"
5498,"['b71b7471dd83fc4a4b671811c9359f31d7c57039', 2.1697947288744248e-05]","['c5db051e722da437377b02bbeaa5d990992652e8', 0.04869383421985821]","['cde108a76de5417fab295252c818cf5cb4f27e61', 0.029927136750098365]"
5499,"['217fb9653cfc16c3a2e08f14f3501128dbff4792', 0.027615766582703694]","['95c1c4454bc946f1db53681f93e5e7366e346aee', 1.2549508545787424]","['b9f6d2fe603de459fa0b60c8abf233f534d9f8d4', 0.005310415083127644]"
5500,"['9224e4d629d9de6750042ed2ba312b10889f2cb6', 0.029093155954839932]","['aed2f150c1305a53002c5fde753b9673435257a5', 0.008363044804769562]","['d3b0be5bebb7330f2332e95fb965905882c0d81c', 0.010325535413009306]"
5501,"['207d8f71fee9323a6c5fd5187fad0b29ea74317a', 0.010534588759728939]","['6c9b147107064b0e4c451436aa36ae09c956c599', 0.0039552271188840055]","['9bd526387fc53bd46510eeccbd2b02b913d75012', 0.02814394121891456]"
5502,"['2a612d2b416b7c43c560bdf577bfe785c9932593', 0.014755079334527813]","['5526381bab21c49f33e70e3422a902bb2bf90089', 0.04018703334985255]","['c94040f92a7575cd53af7901c187ae929e0f5e9b', 0.02306001392826908]"
5503,"['1ace6b18ffccac5ecc9285f227c3d7625863f67e', 0.2644860631268231]","['bb8606391bb8265f008dd9876adbde99739904fb', 0.25185790501461847]","['e0ff27b4ff9b533eafa4462269355aa29839e117', 0.01325258379449498]"
5504,"['186e7cc79a70fba531a8f376aa33ef35424e311f', 0.03126783611288316]","['57319ad609d9ec070247879601f3d4aa3c83ef01', 0.0007161064488623181]","['d811048206a8b1d47e591539f72050737d568f88', 0.002914103993690039]"
5505,"['481f91ca4d891429d18184919c57b90fa8341652', 0.02557782174505891]","['8f1f2f49cf7e3d2a7c9cf5fe8c8e7c9db19e84a7', 0.005745841834154492]","['df84169412e54bcc5082bc7669ccbb243925d00a', 0.012786763006208686]"
5506,"['4ed8646ef55c2b1f3ec08f920cb24b4794436e36', 0.049933827404286334]","['51b33e9f3dacaa647b0474a42fc623e64253dc15', 0.052815221640226756]","['95d8036754b6613b222434edef5fedb7c4059a26', 0.06578055316046101]"
5507,"['b8ba1f0a031e52a097d78e87f51d83ca885d97b5', 0.002025270400261997]","['db6725232dd34dd4647518898868a7649fb02130', 0.004811138118857675]","['fb4eda4e4004d5b11fd74901f3e57934d39e0561', 0.004281908484155822]"
